Company_Name,Website,Phone_Number,Yelp_Listing
Rita Sandwiches & Catering,,(403) 266-6488,https://www.yelp.com/biz/rita-sandwiches-and-catering-calgary?osq=Restaurants
Noodle & Grill House,,(403) 456-6925,https://www.yelp.com/biz/noodle-and-grill-house-calgary?osq=Restaurants
White Spot Barlow Trail,http://whitespot.ca,(403) 237-5100,https://www.yelp.com/biz/white-spot-barlow-trail-calgary-2?osq=Restaurants
Centini Restaurant & Lounge,http://centini.com,(403) 269-1600,https://www.yelp.com/biz/centini-restaurant-and-lounge-calgary?osq=Restaurants
Thai Nong Khai,http://thai-nk.com,(403) 705-3329,https://www.yelp.com/biz/thai-nong-khai-calgary?osq=Restaurants
Tuk Tuk Thai,http://tuktukthai.com,(403) 453-5200,https://www.yelp.com/biz/tuk-tuk-thai-calgary-3?osq=Restaurants
Sushi Bistro Anzu,,(403) 277-2077,https://www.yelp.com/biz/sushi-bistro-anzu-calgary-2?osq=Restaurants
Calgary Meats & Deli,http://calgarymeats.com,(403) 276-1423,https://www.yelp.com/biz/calgary-meats-and-deli-calgary?osq=Restaurants
Kiwa Korean Restaurant,,(587) 880-4489,https://www.yelp.com/biz/kiwa-korean-restaurant-calgary?osq=Restaurants
Ricky's All Day Grill,http://gotorickys.com,(403) 255-6534,https://www.yelp.com/biz/rickys-all-day-grill-calgary-11?osq=Restaurants
Lily Vietnamese Submarines,,(403) 288-6018,https://www.yelp.com/biz/lily-vietnamese-submarines-calgary?osq=Restaurants
Bistro on the Bow,,(403) 475-5290,https://www.yelp.com/biz/bistro-on-the-bow-calgary?osq=Restaurants
My Tho Barbeque,,(403) 272-7335,https://www.yelp.com/biz/my-tho-barbeque-calgary?osq=Restaurants
Cibo Centre Street,http://cibocalgary.com,(403) 276-2030,https://www.yelp.com/biz/cibo-centre-street-calgary?osq=Restaurants
Double Zero Pizza Chinook,http://doublezeropizza.ca,(403) 457-7677,https://www.yelp.com/biz/double-zero-pizza-chinook-calgary-3?osq=Restaurants
Jimstar Bar and Grill,,(403) 264-5738,https://www.yelp.com/biz/jimstar-bar-and-grill-calgary?osq=Restaurants
Great Canadian Pizza & Fried Chicken,,(403) 264-1444,https://www.yelp.com/biz/great-canadian-pizza-and-fried-chicken-calgary-5?osq=Restaurants
Pita Corner,,(403) 265-2605,https://www.yelp.com/biz/pita-corner-calgary?osq=Restaurants
Balkan Deli & Restaurant,http://balkanfoods.ca,(403) 252-5666,https://www.yelp.com/biz/balkan-deli-and-restaurant-calgary?osq=Restaurants
Green Chili,http://greenchili.ca,(403) 210-3122,https://www.yelp.com/biz/green-chili-calgary-3?osq=Restaurants
CRAFT Beer Market,http://craftbeermarket.ca,(403) 514-2337,https://www.yelp.com/biz/craft-beer-market-calgary-2?osq=Restaurants
Raw Bar,http://rawbaryyc.ca,(403) 206-9565,https://www.yelp.com/biz/raw-bar-calgary-3?osq=Restaurants
SS106 Aperitivo Bar,http://ss106.ca,(403) 219-0949,https://www.yelp.com/biz/ss106-aperitivo-bar-calgary?osq=Restaurants
Golden Inn Restaurant,http://goldeninn.ca,(403) 269-2211,https://www.yelp.com/biz/golden-inn-restaurant-calgary?osq=Restaurants
Red's On 4th,http://redsdiner.com,(403) 266-3448,https://www.yelp.com/biz/reds-on-4th-calgary?osq=Restaurants
Japanese Noodle House,,(403) 228-9582,https://www.yelp.com/biz/japanese-noodle-house-calgary?osq=Restaurants
Frenchie Wine Bar,http://frenchieyyc.com,(403) 476-3615,https://www.yelp.com/biz/frenchie-wine-bar-calgary?osq=Restaurants
Chop Steakhouse & Bar,http://chop.ca,(403) 250-2043,https://www.yelp.com/biz/chop-steakhouse-and-bar-calgary?osq=Restaurants
Costa Vida Fresh Mexican Grill,http://costavida.com,(587) 352-0706,https://www.yelp.com/biz/costa-vida-fresh-mexican-grill-calgary-2?osq=Restaurants
Globefish Sushi & Izakaya,,(403) 249-8866,https://www.yelp.com/biz/globefish-sushi-and-izakaya-calgary?osq=Restaurants
Trung Nguyen V-N Sub,,(403) 266-0728,https://www.yelp.com/biz/trung-nguyen-v-n-sub-calgary?osq=Restaurants
Holy Smoke BBQ Truck,,,https://www.yelp.com/biz/holy-smoke-bbq-truck-calgary?osq=Restaurants
Oriental Phoenix Restaurant,http://orientalphoenix.ca,(403) 253-8383,https://www.yelp.com/biz/oriental-phoenix-restaurant-calgary-2?osq=Restaurants
Green Chili - Fine Indian Cuisine,http://greenchili.ca,(403) 277-3000,https://www.yelp.com/biz/green-chili-fine-indian-cuisine-calgary?osq=Restaurants
Tandoori Palace,http://tandooripalacecalgary.ca,(403) 720-6669,https://www.yelp.com/biz/tandoori-palace-calgary?osq=Restaurants
Jimmy's A&A,http://jimmysaanda.com,(403) 264-3424,https://www.yelp.com/biz/jimmys-a-and-a-calgary?osq=Restaurants
Trawler's Seafood Kitchen,http://trawlersseafood.com,(403) 245-6311,https://www.yelp.com/biz/trawlers-seafood-kitchen-calgary?osq=Restaurants
Yum Yum,,(403) 235-3663,https://www.yelp.com/biz/yum-yum-calgary?osq=Restaurants
Cuty Restaurant,,(403) 454-9100,https://www.yelp.com/biz/cuty-restaurant-calgary-2?osq=Restaurants
M Palace,,(587) 333-3088,https://www.yelp.com/biz/m-palace-calgary-2?osq=Restaurants
Gagana Ramen,,(403) 452-3826,https://www.yelp.com/biz/gagana-ramen-calgary?osq=Restaurants
Namskar,http://namskar.ca,(403) 230-4447,https://www.yelp.com/biz/namskar-calgary?osq=Restaurants
The Living Room Restaurant,http://livingroomrestaurant.ca,(403) 228-9830,https://www.yelp.com/biz/the-living-room-restaurant-calgary?osq=Restaurants
Migarock,http://migarock.ca,(403) 452-1020,https://www.yelp.com/biz/migarock-calgary?osq=Restaurants
Spice Hut,http://spice-hut.com,(403) 274-7687,https://www.yelp.com/biz/spice-hut-calgary?osq=Restaurants
Fahad Restaurant,http://fahadrestaurant.com,(403) 280-6677,https://www.yelp.com/biz/fahad-restaurant-calgary?osq=Restaurants
Via Cibo,http://viacibo.com,(403) 253-9273,https://www.yelp.com/biz/via-cibo-calgary?osq=Restaurants
Jack Astor's Bar & Grill,http://jackastors.com,(403) 252-2246,https://www.yelp.com/biz/jack-astors-bar-and-grill-calgary?osq=Restaurants
Luxor Emporium Cafe,http://luxorcafe.ca,(403) 282-0030,https://www.yelp.com/biz/luxor-emporium-cafe-calgary?osq=Restaurants
Long's Chinese Food,,(587) 351-3988,https://www.yelp.com/biz/longs-chinese-food-calgary?osq=Restaurants
Earls Kitchen + Bar,http://earls.ca,(403) 289-2566,https://www.yelp.com/biz/earls-kitchen-bar-calgary-3?osq=Restaurants
Ono Poke,http://onopokeco.com,(403) 454-1380,https://www.yelp.com/biz/ono-poke-calgary?osq=Restaurants
The Rec Room,http://therecroom.com,(587) 535-6077,https://www.yelp.com/biz/the-rec-room-calgary?osq=Restaurants
Quynh Vietnamese Cuisine Ltd,http://quynh.ca,(403) 291-2099,https://www.yelp.com/biz/quynh-vietnamese-cuisine-calgary?osq=Restaurants
Bowls Korean BBQ,,(403) 452-5965,https://www.yelp.com/biz/bowls-korean-bbq-calgary-2?osq=Restaurants
Side Street Pub & Grill,http://sidestreetpubandgrill.com,(403) 270-3880,https://www.yelp.com/biz/side-street-pub-and-grill-calgary?osq=Restaurants
The Bake Chef Company,,(403) 282-6652,https://www.yelp.com/biz/the-bake-chef-company-calgary?osq=Restaurants
Chester's Chicken,,(403) 244-2222,https://www.yelp.com/biz/chesters-chicken-calgary-2?osq=Restaurants
Bagelino's,http://bagelinos.com,(403) 265-2118,https://www.yelp.com/biz/bagelinos-calgary?osq=Restaurants
Bea's Eatery,http://biteyyc.com,(403) 263-3966,https://www.yelp.com/biz/beas-eatery-calgary?osq=Restaurants
Oakridge Dragon Restaurant,,(403) 281-4848,https://www.yelp.com/biz/oakridge-dragon-restaurant-calgary?osq=Restaurants
Mr. Schnapp's Pub & Grill,http://mrschnappspubandgrill.com,(403) 276-6414,https://www.yelp.com/biz/mr-schnapps-pub-and-grill-calgary?osq=Restaurants
Waalflower Kitchen & Cocktails,http://waalflower.ca,(587) 349-9008,https://www.yelp.com/biz/waalflower-kitchen-and-cocktails-calgary?osq=Restaurants
La Luna Rossa Ristorante,http://lalunarossa.ca,(403) 452-3080,https://www.yelp.com/biz/la-luna-rossa-ristorante-calgary?osq=Restaurants
La Viena,http://la-viena-calgary.com,(403) 283-3063,https://www.yelp.com/biz/la-viena-calgary-2?osq=Restaurants
Japanese Village,http://japanese-village.ca,(403) 262-2738,https://www.yelp.com/biz/japanese-village-calgary?osq=Restaurants
Pho Hoan,,(403) 235-2917,https://www.yelp.com/biz/pho-hoan-calgary?osq=Restaurants
Western Coffee Shop,,(403) 229-1505,https://www.yelp.com/biz/western-coffee-shop-calgary?osq=Restaurants
Ruth's Chris Steak House,http://ruthschris.net,(403) 246-3636,https://www.yelp.com/biz/ruths-chris-steak-house-calgary-3?osq=Restaurants
Jerusalem Shawarma,http://jerusalem-shawarma.ca,(403) 230-0011,https://www.yelp.com/biz/jerusalem-shawarma-calgary-4?osq=Restaurants
Chuen May Food Products,,(403) 232-8364,https://www.yelp.com/biz/chuen-may-food-products-calgary?osq=Restaurants
Bangkok Street Food,http://bkkstreetfood.com,(587) 997-3344,https://www.yelp.com/biz/bangkok-street-food-calgary?osq=Restaurants
Raja's Grill,http://rajasgrillcalgary.com,(403) 277-1838,https://www.yelp.com/biz/rajas-grill-calgary?osq=Restaurants
Ookini Ramen,,(587) 353-6961,https://www.yelp.com/biz/ookini-ramen-calgary-2?osq=Restaurants
Just BBQ,http://justbbq.ca,(403) 769-9188,https://www.yelp.com/biz/just-bbq-calgary-2?osq=Restaurants
Pâtisserie Du Soleil,http://patisseriedusoleil.com,(403) 452-8833,https://www.yelp.com/biz/p%C3%A2tisserie-du-soleil-calgary-3?osq=Restaurants
The Samosa Factory,http://samosafactory.ca,(403) 568-1447,https://www.yelp.com/biz/the-samosa-factory-calgary?osq=Restaurants
POW Pizza,http://powpizza.ca,(403) 263-1115,https://www.yelp.com/biz/pow-pizza-calgary?osq=Restaurants
Coco Brooks - Highfield Industrial Park,http://cocobrooks.com,(403) 243-2677,https://www.yelp.com/biz/coco-brooks-highfield-industrial-park-calgary-2?osq=Restaurants
Skylark Restaurant,http://skylarkrestaurant.ca,(403) 272-6313,https://www.yelp.com/biz/skylark-restaurant-calgary?osq=Restaurants
Pho Thanh Vietnamese Noodle House & Restaurant,,(403) 295-0563,https://www.yelp.com/biz/pho-thanh-vietnamese-noodle-house-and-restaurant-calgary?osq=Restaurants
National on 17th,http://ntnl.ca,(403) 229-0226,https://www.yelp.com/biz/national-on-17th-calgary-2?osq=Restaurants
Oishii Sushi,,(403) 475-8333,https://www.yelp.com/biz/oishii-sushi-calgary-2?osq=Restaurants
Yoon's Chicken,,,https://www.yelp.com/biz/yoons-chicken-calgary?osq=Restaurants
Keith's Deli,http://keithsdeli.com,(403) 252-5100,https://www.yelp.com/biz/keiths-deli-calgary?osq=Restaurants
Adobo Experience,,(403) 984-8400,https://www.yelp.com/biz/adobo-experience-calgary-2?osq=Restaurants
Banzai Sushi & Teriyaki House,,(403) 453-8120,https://www.yelp.com/biz/banzai-sushi-and-teriyaki-house-calgary-3?osq=Restaurants
The DERRICK Gin Mill & Kitchen,http://thederrickyyc.com,(403) 475-7226,https://www.yelp.com/biz/the-derrick-gin-mill-and-kitchen-calgary?osq=Restaurants
Thai Boat,http://thaiboat.ca,(403) 291-9887,https://www.yelp.com/biz/thai-boat-calgary?osq=Restaurants
The Odyssey Coffeehouse,http://odysseyYYC.com,(403) 774-4741,https://www.yelp.com/biz/the-odyssey-coffeehouse-calgary?osq=Restaurants
Inspired Go,http://inspiredgo.ca,,https://www.yelp.com/biz/inspired-go-calgary?osq=Restaurants
Banh Cuon Phu Lam,,(403) 248-8886,https://www.yelp.com/biz/banh-cuon-phu-lam-calgary?osq=Restaurants
Pelican Pier Seafood Bar,http://pelicanpier.ca,(403) 289-6100,https://www.yelp.com/biz/pelican-pier-seafood-bar-calgary?osq=Restaurants
Kam Kee Bbq House,,(587) 296-3888,https://www.yelp.com/biz/kam-kee-bbq-house-calgary?osq=Restaurants
Spiros On 17th,http://spirospizza.ca,(403) 685-4444,https://www.yelp.com/biz/spiros-on-17th-calgary?osq=Restaurants
Pho Mai Thy,http://phomaithy.com,(403) 454-8919,https://www.yelp.com/biz/pho-mai-thy-calgary?osq=Restaurants
Spolumbo's,http://spolumbos.com,(587) 353-5330,https://www.yelp.com/biz/spolumbos-calgary-2?osq=Restaurants
Sushi Toki,http://sushitoki.ca,(403) 235-5055,https://www.yelp.com/biz/sushi-toki-calgary?osq=Restaurants
Villa Firenze,http://villafirenze.ca,(403) 264-4297,https://www.yelp.com/biz/villa-firenze-calgary-2?osq=Restaurants
Mediterranean Express,,(403) 291-2673,https://www.yelp.com/biz/mediterranean-express-calgary?osq=Restaurants
Presto Pizza,http://presto-pizza.ca,(403) 215-2727,https://www.yelp.com/biz/presto-pizza-calgary?osq=Restaurants
The Main Dish,,,https://www.yelp.com/biz/the-main-dish-calgary-2?osq=Restaurants
Blue Vinny Diner,,(403) 263-3880,https://www.yelp.com/biz/blue-vinny-diner-calgary?osq=Restaurants
Hana Sushi,http://hanasushi.ca,(403) 229-1499,https://www.yelp.com/biz/hana-sushi-calgary?osq=Restaurants
Essence,http://westincalgary.com,(403) 508-5165,https://www.yelp.com/biz/essence-calgary?osq=Restaurants
Gaucho Brazilian Barbecue,http://brazilianbbq.ca,(403) 454-9119,https://www.yelp.com/biz/gaucho-brazilian-barbecue-calgary?osq=Restaurants
Buffet Yangtze,,(403) 275-3337,https://www.yelp.com/biz/buffet-yangtze-calgary?osq=Restaurants
Savoy's South Indian Restaurant,http://savoyscalgary.com,(587) 623-7888,https://www.yelp.com/biz/savoys-south-indian-restaurant-calgary?osq=Restaurants
Carl's Jr,http://carlsjr.ca,(587) 349-1377,https://www.yelp.com/biz/carls-jr-calgary-2?osq=Restaurants
Punjabi Chulha Restaurant & Sweet Shop,http://punjabichulha.ca,(403) 453-9000,https://www.yelp.com/biz/punjabi-chulha-restaurant-and-sweet-shop-calgary?osq=Restaurants
Spinelli Italian Centre Shop,,(780) 989-4869,https://www.yelp.com/biz/spinelli-italian-centre-shop-calgary?osq=Restaurants
Chronic Tacos,http://chronictacos.com,(403) 453-8226,https://www.yelp.com/biz/chronic-tacos-calgary-2?osq=Restaurants
Saigon Deli,,(403) 273-8820,https://www.yelp.com/biz/saigon-deli-calgary?osq=Restaurants
Quesada Burritos & Tacos,http://quesada.ca,(403) 475-4312,https://www.yelp.com/biz/quesada-burritos-and-tacos-calgary-12?osq=Restaurants
Caesar's Steak House,http://caesarssteakhouse.com,(403) 278-3930,https://www.yelp.com/biz/caesars-steak-house-calgary-2?osq=Restaurants
YongXing BBQ House,,(403) 717-3858,https://www.yelp.com/biz/yongxing-bbq-house-calgary?osq=Restaurants
El's Japanese Fusion,http://elsfusion.com,(403) 217-6796,https://www.yelp.com/biz/els-japanese-fusion-calgary?osq=Restaurants
Open Range,http://open-range.ca,(403) 277-3408,https://www.yelp.com/biz/open-range-calgary?osq=Restaurants
Happy Veggie House,,(587) 955-8633,https://www.yelp.com/biz/happy-veggie-house-calgary?osq=Restaurants
State & Main Kitchen & Bar,http://stateandmain.ca,(587) 350-1333,https://www.yelp.com/biz/state-and-main-kitchen-and-bar-calgary-4?osq=Restaurants
TAO Vietnamese Cuisine,,(403) 452-9887,https://www.yelp.com/biz/tao-vietnamese-cuisine-calgary?osq=Restaurants
Muku Japanese Noodle House,http://mukujapaneseramen.ca,(403) 283-6555,https://www.yelp.com/biz/muku-japanese-noodle-house-calgary?osq=Restaurants
Africana Bbq Curries Drinks,http://africanabbqcurriesdrinks.com,(403) 274-4433,https://www.yelp.com/biz/africana-bbq-curries-drinks-calgary?osq=Restaurants
Rajdoot Restaurant,http://rajdoot.ca,(403) 245-0181,https://www.yelp.com/biz/rajdoot-restaurant-calgary?osq=Restaurants
Two Penny,http://twopenny.ca,(403) 474-7766,https://www.yelp.com/biz/two-penny-calgary?osq=Restaurants
Patisserie du Soleil,http://patisseriedusoleil.com,(403) 718-0399,https://www.yelp.com/biz/patisserie-du-soleil-calgary-5?osq=Restaurants
Escoba Bistro & Wine Bar,http://escoba.ca,(403) 474-4828,https://www.yelp.com/biz/escoba-bistro-and-wine-bar-calgary?osq=Restaurants
Roc's Grill,,(403) 891-5158,https://www.yelp.com/biz/rocs-grill-calgary?osq=Restaurants
Bolero,http://bolerocalgary.com,(403) 259-3119,https://www.yelp.com/biz/bolero-calgary-2?osq=Restaurants
Heritage Bakery & Deli,http://heritagebakeryanddeli.ca,(403) 686-6835,https://www.yelp.com/biz/heritage-bakery-and-deli-calgary?osq=Restaurants
Joe's On 12th,,(403) 265-8165,https://www.yelp.com/biz/joes-on-12th-calgary?osq=Restaurants
Taj Mahal Restaurant,http://tajmahal-calgary.com,(403) 243-6362,https://www.yelp.com/biz/taj-mahal-restaurant-calgary?osq=Restaurants
Sunny's Cafe,,(403) 233-0804,https://www.yelp.com/biz/sunnys-cafe-calgary?osq=Restaurants
Sukiyaki House,http://sukiyakihouse.com,(403) 263-3003,https://www.yelp.com/biz/sukiyaki-house-calgary?osq=Restaurants
Casbah Restaurant,http://casbahrestaurant.ca,(403) 265-9800,https://www.yelp.com/biz/casbah-restaurant-calgary?osq=Restaurants
Chicken-On-The-Way,http://chickenonthewaycalgary.ca,(403) 283-5545,https://www.yelp.com/biz/chicken-on-the-way-calgary?osq=Restaurants
The Lazy Loaf & Kettle,http://lazyloafandkettle.com,(403) 270-7810,https://www.yelp.com/biz/the-lazy-loaf-and-kettle-calgary?osq=Restaurants
Teff N' Greens,http://teffngreens.ca,(587) 437-8333,https://www.yelp.com/biz/teff-n-greens-calgary?osq=Restaurants
Ambrosia Veggie House,http://ambrosiaveggie.com,(587) 350-8848,https://www.yelp.com/biz/ambrosia-veggie-house-calgary?osq=Restaurants
La Jawab,http://trylajawab.com,(403) 264-3544,https://www.yelp.com/biz/la-jawab-calgary?osq=Restaurants
Selkirk Grille,http://selkirkgrille.ca,(403) 268-8607,https://www.yelp.com/biz/selkirk-grille-calgary?osq=Restaurants
Earls Kitchen + Bar,http://earls.ca,(403) 291-6700,https://www.yelp.com/biz/earls-kitchen-bar-calgary-7?osq=Restaurants
Vietnamese Beef Stew Noodle House,,(403) 220-0681,https://www.yelp.com/biz/vietnamese-beef-stew-noodle-house-calgary?osq=Restaurants
Meshi,http://meshicalgary.com,(587) 356-4788,https://www.yelp.com/biz/meshi-calgary-2?osq=Restaurants
Caribbean Duch Pot,,,https://www.yelp.com/biz/caribbean-duch-pot-calgary?osq=Restaurants
Krazy Jerk,,(403) 691-1040,https://www.yelp.com/biz/krazy-jerk-calgary?osq=Restaurants
Social Beer Haus,http://socialbeerhaus.com,(403) 474-6466,https://www.yelp.com/biz/social-beer-haus-calgary?osq=Restaurants
Royale,http://royaleyyc.ca,(403) 475-9457,https://www.yelp.com/biz/royale-calgary?osq=Restaurants
